gene_name|species_name|transcript_id|protein_id|isoform_status
DGKD|pan_paniscus|ENSPPAT00000066092|ENSPPAP00000043157|canonical
DGKD|pan_paniscus|ENSPPAT00000066093|ENSPPAP00000043158|alternative
DGKD|pan_paniscus|ENSPPAT00000066094|ENSPPAP00000043159|alternative
DGKD|pan_troglodytes|ENSPTRT00000024204|ENSPTRP00000022326|canonical
DGKD|pan_troglodytes|ENSPTRT00000098702|ENSPTRP00000074840|alternative
DGKD|pan_troglodytes|ENSPTRT00000099241|ENSPTRP00000072957|alternative
DGKD|papio_anubis|ENSPANT00000012318|ENSPANP00000005530|alternative
DGKD|papio_anubis|ENSPANT00000034078|ENSPANP00000033308|alternative
DGKD|papio_anubis|ENSPANT00000045081|ENSPANP00000042554|alternative
DGKD|papio_anubis|ENSPANT00000052688|ENSPANP00000045049|canonical
DGKD|papio_anubis|ENSPANT00000075366|ENSPANP00000059253|alternative
DGKD|papio_anubis|ENSPANT00000083561|ENSPANP00000060454|alternative
DGKD|pongo_abelii|ENSPPYT00000015456|ENSPPYP00000014859|canonical
DGKD|prolemur_simus|ENSPSMT00000043481|ENSPSMP00000037762|alternative
DGKD|prolemur_simus|ENSPSMT00000043482|ENSPSMP00000037763|canonical
DGKD|prolemur_simus|ENSPSMT00000043483|ENSPSMP00000037764|alternative
DGKD|propithecus_coquereli|ENSPCOT00000016262|ENSPCOP00000005822|canonical
DGKD|saimiri_boliviensis_boliviensis|ENSSBOT00000048851|ENSSBOP00000031955|canonical
DGKD|saimiri_boliviensis_boliviensis|ENSSBOT00000048861|ENSSBOP00000031965|alternative
DGKD|saimiri_boliviensis_boliviensis|ENSSBOT00000048882|ENSSBOP00000031986|alternative
DGKD|saimiri_boliviensis_boliviensis|ENSSBOT00000048899|ENSSBOP00000032003|alternative
DGKD|saimiri_boliviensis_boliviensis|ENSSBOT00000048933|ENSSBOP00000032037|alternative
DGKD|theropithecus_gelada|ENSTGET00000030526|ENSTGEP00000025647|canonical
DGKD|theropithecus_gelada|ENSTGET00000030534|ENSTGEP00000025654|alternative
DGKE|aotus_nancymaae|ENSANAT00000033439|ENSANAP00000015598|canonical
DGKE|aotus_nancymaae|ENSANAT00000033440|ENSANAP00000015599|alternative
DGKE|callithrix_jacchus|ENSCJAT00000027065|ENSCJAP00000025609|alternative
DGKE|callithrix_jacchus|ENSCJAT00000119226|ENSCJAP00000087469|alternative
DGKE|callithrix_jacchus|ENSCJAT00000132246|ENSCJAP00000087556|alternative
DGKE|callithrix_jacchus|ENSCJAT00000134889|ENSCJAP00000091288|canonical
DGKE|carlito_syrichta|ENSTSYT00000007564|ENSTSYP00000006929|canonical
DGKE|carlito_syrichta|ENSTSYT00000031428|ENSTSYP00000033261|alternative
DGKE|cercocebus_atys|ENSCATT00000050103|ENSCATP00000025870|canonical
DGKE|chlorocebus_sabaeus|ENSCSAT00000003622|ENSCSAP00000001897|canonical
DGKE|colobus_angolensis_palliatus|ENSCANT00000034861|ENSCANP00000011959|canonical
DGKE|colobus_angolensis_palliatus|ENSCANT00000034865|ENSCANP00000011963|alternative
DGKE|gorilla_gorilla|ENSGGOT00000011827|ENSGGOP00000011494|canonical
DGKE|homo_sapiens|ENST00000284061|ENSP00000284061|canonical
DGKE|homo_sapiens|ENST00000570738|ENSP00000459958|alternative
DGKE|homo_sapiens|ENST00000572810|ENSP00000459295|alternative
DGKE|homo_sapiens|ENST00000572944|ENSP00000458493|alternative
DGKE|homo_sapiens|ENST00000878324|ENSP00000548383|alternative
DGKE|homo_sapiens|ENST00000878325|ENSP00000548384|alternative
DGKE|homo_sapiens|ENST00000951727|ENSP00000621786|alternative
DGKE|macaca_fascicularis|ENSMFAT00000028613|ENSMFAP00000000444|alternative
DGKE|macaca_fascicularis|ENSMFAT00000028615|ENSMFAP00000000446|alternative
DGKE|macaca_fascicularis|ENSMFAT00000086433|ENSMFAP00000052123|canonical
DGKE|macaca_fascicularis|ENSMFAT00000086895|ENSMFAP00000048200|alternative
DGKE|macaca_mulatta|ENSMMUT00000008122|ENSMMUP00000007638|alternative
DGKE|macaca_mulatta|ENSMMUT00000062215|ENSMMUP00000054283|canonical
DGKE|macaca_mulatta|ENSMMUT00000071151|ENSMMUP00000049302|alternative
DGKE|macaca_mulatta|ENSMMUT00000089673|ENSMMUP00000065577|alternative
DGKE|macaca_nemestrina|ENSMNET00000045379|ENSMNEP00000021130|canonical
DGKE|macaca_nemestrina|ENSMNET00000045389|ENSMNEP00000021139|alternative
DGKE|microcebus_murinus|ENSMICT00000000654|ENSMICP00000000587|alternative
DGKE|microcebus_murinus|ENSMICT00000064165|ENSMICP00000046590|canonical
DGKE|microcebus_murinus|ENSMICT00000069613|ENSMICP00000042488|alternative
DGKE|nomascus_leucogenys|ENSNLET00000010245|ENSNLEP00000009774|canonical
DGKE|pan_paniscus|ENSPPAT00000052444|ENSPPAP00000029594|canonical
DGKE|pan_troglodytes|ENSPTRT00000017302|ENSPTRP00000016019|canonical
DGKE|papio_anubis|ENSPANT00000002068|ENSPANP00000020333|canonical
DGKE|pongo_abelii|ENSPPYT00000009643|ENSPPYP00000009269|canonical
DGKE|pongo_abelii|ENSPPYT00000051302|ENSPPYP00000032982|alternative
DGKE|prolemur_simus|ENSPSMT00000034099|ENSPSMP00000029543|canonical
DGKE|propithecus_coquereli|ENSPCOT00000036243|ENSPCOP00000025549|canonical
DGKE|propithecus_coquereli|ENSPCOT00000036244|ENSPCOP00000025550|alternative
DGKE|saimiri_boliviensis_boliviensis|ENSSBOT00000053612|ENSSBOP00000036677|canonical
DGKE|saimiri_boliviensis_boliviensis|ENSSBOT00000053615|ENSSBOP00000036680|alternative
DGKE|saimiri_boliviensis_boliviensis|ENSSBOT00000053617|ENSSBOP00000036682|alternative
DGKE|theropithecus_gelada|ENSTGET00000035283|ENSTGEP00000029647|canonical
DGKG|aotus_nancymaae|ENSANAT00000059142|ENSANAP00000041030|canonical
DGKG|aotus_nancymaae|ENSANAT00000059145|ENSANAP00000041033|alternative
DGKG|aotus_nancymaae|ENSANAT00000059152|ENSANAP00000041040|alternative
DGKG|callithrix_jacchus|ENSCJAT00000028536|ENSCJAP00000026993|alternative
DGKG|callithrix_jacchus|ENSCJAT00000028545|ENSCJAP00000027002|canonical
DGKG|callithrix_jacchus|ENSCJAT00000054011|ENSCJAP00000044423|alternative
DGKG|callithrix_jacchus|ENSCJAT00000057403|ENSCJAP00000047117|alternative
DGKG|callithrix_jacchus|ENSCJAT00000098229|ENSCJAP00000075374|alternative
DGKG|carlito_syrichta|ENSTSYT00000008917|ENSTSYP00000008176|canonical
DGKG|carlito_syrichta|ENSTSYT00000039471|ENSTSYP00000033094|alternative
DGKG|carlito_syrichta|ENSTSYT00000042700|ENSTSYP00000032026|alternative
DGKG|cercocebus_atys|ENSCATT00000054959|ENSCATP00000030696|canonical
DGKG|cercocebus_atys|ENSCATT00000054961|ENSCATP00000030698|alternative
DGKG|cercocebus_atys|ENSCATT00000054965|ENSCATP00000030702|alternative
DGKG|cercocebus_atys|ENSCATT00000054970|ENSCATP00000030707|alternative
DGKG|chlorocebus_sabaeus|ENSCSAT00000012145|ENSCSAP00000010191|canonical
DGKG|colobus_angolensis_palliatus|ENSCANT00000008739|ENSCANP00000002143|canonical
DGKG|colobus_angolensis_palliatus|ENSCANT00000009062|ENSCANP00000002155|alternative
DGKG|colobus_angolensis_palliatus|ENSCANT00000009115|ENSCANP00000002170|alternative
DGKG|colobus_angolensis_palliatus|ENSCANT00000009162|ENSCANP00000002181|alternative
DGKG|gorilla_gorilla|ENSGGOT00000012966|ENSGGOP00000012603|alternative
DGKG|gorilla_gorilla|ENSGGOT00000048924|ENSGGOP00000045223|canonical
DGKG|gorilla_gorilla|ENSGGOT00000050721|ENSGGOP00000032121|alternative
DGKG|gorilla_gorilla|ENSGGOT00000057793|ENSGGOP00000049798|alternative
DGKG|homo_sapiens|ENST00000265022|ENSP00000265022|canonical
DGKG|homo_sapiens|ENST00000344484|ENSP00000339777|alternative
DGKG|homo_sapiens|ENST00000382164|ENSP00000371599|alternative
DGKG|homo_sapiens|ENST00000437018|ENSP00000395526|alternative
DGKG|homo_sapiens|ENST00000851915|ENSP00000521974|alternative
DGKG|homo_sapiens|ENST00000851916|ENSP00000521975|alternative
DGKG|homo_sapiens|ENST00000851917|ENSP00000521976|alternative
DGKG|homo_sapiens|ENST00000964900|ENSP00000634959|alternative
DGKG|macaca_fascicularis|ENSMFAT00000004402|ENSMFAP00000030197|alternative
DGKG|macaca_fascicularis|ENSMFAT00000004404|ENSMFAP00000030199|alternative
DGKG|macaca_fascicularis|ENSMFAT00000004407|ENSMFAP00000030202|alternative
DGKG|macaca_fascicularis|ENSMFAT00000004422|ENSMFAP00000030217|canonical
DGKG|macaca_fascicularis|ENSMFAT00000004432|ENSMFAP00000030227|alternative
DGKG|macaca_fascicularis|ENSMFAT00000024075|ENSMFAP00000005399|alternative
DGKG|macaca_fascicularis|ENSMFAT00000098359|ENSMFAP00000059868|alternative
DGKG|macaca_fascicularis|ENSMFAT00000099221|ENSMFAP00000047402|alternative
DGKG|macaca_mulatta|ENSMMUT00000030916|ENSMMUP00000028935|alternative
DGKG|macaca_mulatta|ENSMMUT00000030917|ENSMMUP00000028936|canonical
DGKG|macaca_mulatta|ENSMMUT00000045864|ENSMMUP00000038904|alternative
DGKG|macaca_mulatta|ENSMMUT00000084157|ENSMMUP00000064265|alternative
DGKG|macaca_mulatta|ENSMMUT00000097267|ENSMMUP00000063049|alternative
DGKG|macaca_nemestrina|ENSMNET00000055102|ENSMNEP00000030683|canonical
DGKG|macaca_nemestrina|ENSMNET00000055104|ENSMNEP00000030685|alternative
DGKG|macaca_nemestrina|ENSMNET00000055106|ENSMNEP00000030687|alternative
DGKG|macaca_nemestrina|ENSMNET00000055125|ENSMNEP00000030706|alternative
DGKG|macaca_nemestrina|ENSMNET00000055133|ENSMNEP00000030714|alternative
DGKG|microcebus_murinus|ENSMICT00000072638|ENSMICP00000051819|alternative
DGKG|microcebus_murinus|ENSMICT00000072872|ENSMICP00000050927|canonical
DGKG|microcebus_murinus|ENSMICT00000073240|ENSMICP00000051283|alternative
DGKG|nomascus_leucogenys|ENSNLET00000008350|ENSNLEP00000007968|canonical
DGKG|nomascus_leucogenys|ENSNLET00000035539|ENSNLEP00000025281|alternative
DGKG|nomascus_leucogenys|ENSNLET00000036558|ENSNLEP00000044335|alternative
DGKG|pan_paniscus|ENSPPAT00000045030|ENSPPAP00000022223|alternative
DGKG|pan_paniscus|ENSPPAT00000045044|ENSPPAP00000022237|canonical
DGKG|pan_paniscus|ENSPPAT00000045051|ENSPPAP00000022244|alternative
DGKG|pan_paniscus|ENSPPAT00000045073|ENSPPAP00000022265|alternative
DGKG|pan_paniscus|ENSPPAT00000045075|ENSPPAP00000022267|alternative
DGKG|pan_troglodytes|ENSPTRT00000029286|ENSPTRP00000027031|canonical
DGKG|pan_troglodytes|ENSPTRT00000084904|ENSPTRP00000088062|alternative
DGKG|pan_troglodytes|ENSPTRT00000091092|ENSPTRP00000090122|alternative
DGKG|papio_anubis|ENSPANT00000028476|ENSPANP00000010432|alternative
DGKG|papio_anubis|ENSPANT00000039554|ENSPANP00000036484|alternative
DGKG|papio_anubis|ENSPANT00000046905|ENSPANP00000039219|canonical
DGKG|papio_anubis|ENSPANT00000051267|ENSPANP00000044151|alternative
DGKG|papio_anubis|ENSPANT00000067356|ENSPANP00000060627|alternative
DGKG|pongo_abelii|ENSPPYT00000016726|ENSPPYP00000016082|canonical
DGKG|pongo_abelii|ENSPPYT00000047636|ENSPPYP00000028823|alternative
DGKG|pongo_abelii|ENSPPYT00000049961|ENSPPYP00000029046|alternative
DGKG|prolemur_simus|ENSPSMT00000029463|ENSPSMP00000025433|canonical
DGKG|prolemur_simus|ENSPSMT00000029464|ENSPSMP00000025435|alternative
DGKG|prolemur_simus|ENSPSMT00000029469|ENSPSMP00000025438|alternative
DGKG|propithecus_coquereli|ENSPCOT00000038417|ENSPCOP00000027582|canonical
DGKG|propithecus_coquereli|ENSPCOT00000038418|ENSPCOP00000027583|alternative
DGKG|propithecus_coquereli|ENSPCOT00000038419|ENSPCOP00000027584|alternative
DGKG|saimiri_boliviensis_boliviensis|ENSSBOT00000040116|ENSSBOP00000023261|canonical
DGKG|saimiri_boliviensis_boliviensis|ENSSBOT00000040128|ENSSBOP00000023272|alternative
DGKG|saimiri_boliviensis_boliviensis|ENSSBOT00000040148|ENSSBOP00000023292|alternative
DGKG|saimiri_boliviensis_boliviensis|ENSSBOT00000040150|ENSSBOP00000023295|alternative
DGKG|saimiri_boliviensis_boliviensis|ENSSBOT00000040163|ENSSBOP00000023308|alternative
DGKG|theropithecus_gelada|ENSTGET00000031095|ENSTGEP00000026114|canonical
DGKG|theropithecus_gelada|ENSTGET00000031100|ENSTGEP00000026118|alternative
DGKG|theropithecus_gelada|ENSTGET00000031103|ENSTGEP00000026122|alternative
DGKH|aotus_nancymaae|ENSANAT00000046332|ENSANAP00000028306|canonical
DGKH|aotus_nancymaae|ENSANAT00000046343|ENSANAP00000028317|alternative
DGKH|aotus_nancymaae|ENSANAT00000046357|ENSANAP00000028331|alternative
DGKH|aotus_nancymaae|ENSANAT00000046364|ENSANAP00000028338|alternative
DGKH|aotus_nancymaae|ENSANAT00000046367|ENSANAP00000028341|alternative
DGKH|callithrix_jacchus|ENSCJAT00000034423|ENSCJAP00000032568|alternative
DGKH|callithrix_jacchus|ENSCJAT00000034437|ENSCJAP00000032582|canonical
DGKH|callithrix_jacchus|ENSCJAT00000072711|ENSCJAP00000059089|alternative
DGKH|carlito_syrichta|ENSTSYT00000008159|ENSTSYP00000007488|alternative
DGKH|carlito_syrichta|ENSTSYT00000027947|ENSTSYP00000021095|alternative
DGKH|carlito_syrichta|ENSTSYT00000032992|ENSTSYP00000022590|alternative
DGKH|carlito_syrichta|ENSTSYT00000035835|ENSTSYP00000016459|alternative
DGKH|carlito_syrichta|ENSTSYT00000048143|ENSTSYP00000015901|canonical
DGKH|cercocebus_atys|ENSCATT00000042995|ENSCATP00000018814|alternative
DGKH|cercocebus_atys|ENSCATT00000043003|ENSCATP00000018822|canonical
DGKH|cercocebus_atys|ENSCATT00000043011|ENSCATP00000018830|alternative
DGKH|cercocebus_atys|ENSCATT00000043014|ENSCATP00000018833|alternative
DGKH|cercocebus_atys|ENSCATT00000043018|ENSCATP00000018837|alternative
DGKH|chlorocebus_sabaeus|ENSCSAT00000015910|ENSCSAP00000013836|canonical
DGKH|colobus_angolensis_palliatus|ENSCANT00000048581|ENSCANP00000025576|alternative
DGKH|colobus_angolensis_palliatus|ENSCANT00000048583|ENSCANP00000025578|canonical
DGKH|colobus_angolensis_palliatus|ENSCANT00000048586|ENSCANP00000025581|alternative
DGKH|gorilla_gorilla|ENSGGOT00000000415|ENSGGOP00000000406|alternative
DGKH|gorilla_gorilla|ENSGGOT00000049402|ENSGGOP00000046486|alternative
DGKH|gorilla_gorilla|ENSGGOT00000052057|ENSGGOP00000051108|canonical
DGKH|gorilla_gorilla|ENSGGOT00000054341|ENSGGOP00000040182|alternative
DGKH|gorilla_gorilla|ENSGGOT00000064535|ENSGGOP00000046956|alternative
DGKH|gorilla_gorilla|ENSGGOT00000068097|ENSGGOP00000030048|alternative
DGKH|homo_sapiens|ENST00000261491|ENSP00000261491|alternative
DGKH|homo_sapiens|ENST00000337343|ENSP00000337572|canonical
DGKH|homo_sapiens|ENST00000379274|ENSP00000368576|alternative
DGKH|homo_sapiens|ENST00000536612|ENSP00000445114|alternative
DGKH|homo_sapiens|ENST00000611224|ENSP00000482250|alternative
DGKH|homo_sapiens|ENST00000628433|ENSP00000485809|alternative
DGKH|homo_sapiens|ENST00000916518|ENSP00000586577|alternative
DGKH|macaca_fascicularis|ENSMFAT00000011834|ENSMFAP00000037583|alternative
DGKH|macaca_fascicularis|ENSMFAT00000011838|ENSMFAP00000037587|alternative
DGKH|macaca_fascicularis|ENSMFAT00000011843|ENSMFAP00000037592|canonical
DGKH|macaca_fascicularis|ENSMFAT00000011855|ENSMFAP00000037604|alternative
DGKH|macaca_fascicularis|ENSMFAT00000011860|ENSMFAP00000037609|alternative
DGKH|macaca_fascicularis|ENSMFAT00000074939|ENSMFAP00000052100|alternative
DGKH|macaca_fascicularis|ENSMFAT00000086033|ENSMFAP00000048215|alternative
DGKH|macaca_fascicularis|ENSMFAT00000094367|ENSMFAP00000047294|alternative
DGKH|macaca_mulatta|ENSMMUT00000032474|ENSMMUP00000030387|canonical
DGKH|macaca_mulatta|ENSMMUT00000043367|ENSMMUP00000036366|alternative
DGKH|macaca_mulatta|ENSMMUT00000043368|ENSMMUP00000036367|alternative
DGKH|macaca_mulatta|ENSMMUT00000058817|ENSMMUP00000043152|alternative
DGKH|macaca_mulatta|ENSMMUT00000070162|ENSMMUP00000054153|alternative
DGKH|macaca_nemestrina|ENSMNET00000053953|ENSMNEP00000029548|canonical
DGKH|macaca_nemestrina|ENSMNET00000053958|ENSMNEP00000029553|alternative
DGKH|macaca_nemestrina|ENSMNET00000053966|ENSMNEP00000029562|alternative
DGKH|macaca_nemestrina|ENSMNET00000053978|ENSMNEP00000029573|alternative
DGKH|macaca_nemestrina|ENSMNET00000053984|ENSMNEP00000029579|alternative
DGKH|macaca_nemestrina|ENSMNET00000053993|ENSMNEP00000029587|alternative
DGKH|macaca_nemestrina|ENSMNET00000053998|ENSMNEP00000029592|alternative
DGKH|microcebus_murinus|ENSMICT00000017492|ENSMICP00000015933|canonical
DGKH|microcebus_murinus|ENSMICT00000026874|ENSMICP00000021404|alternative
DGKH|microcebus_murinus|ENSMICT00000041941|ENSMICP00000029185|alternative
DGKH|microcebus_murinus|ENSMICT00000048126|ENSMICP00000039350|alternative
DGKH|microcebus_murinus|ENSMICT00000068671|ENSMICP00000048212|alternative
DGKH|nomascus_leucogenys|ENSNLET00000001976|ENSNLEP00000001868|alternative
DGKH|nomascus_leucogenys|ENSNLET00000036695|ENSNLEP00000026418|alternative
DGKH|nomascus_leucogenys|ENSNLET00000036797|ENSNLEP00000024766|canonical
DGKH|nomascus_leucogenys|ENSNLET00000056969|ENSNLEP00000035744|alternative
DGKH|nomascus_leucogenys|ENSNLET00000059268|ENSNLEP00000032967|alternative
DGKH|pan_paniscus|ENSPPAT00000029856|ENSPPAP00000007470|alternative
DGKH|pan_paniscus|ENSPPAT00000029867|ENSPPAP00000007476|canonical
DGKH|pan_paniscus|ENSPPAT00000029869|ENSPPAP00000007477|alternative
DGKH|pan_paniscus|ENSPPAT00000029871|ENSPPAP00000007478|alternative
DGKH|pan_paniscus|ENSPPAT00000029873|ENSPPAP00000007480|alternative
DGKH|pan_paniscus|ENSPPAT00000029874|ENSPPAP00000007481|alternative
DGKH|pan_troglodytes|ENSPTRT00000010709|ENSPTRP00000009913|alternative
DGKH|pan_troglodytes|ENSPTRT00000077864|ENSPTRP00000061476|alternative
DGKH|pan_troglodytes|ENSPTRT00000078663|ENSPTRP00000088165|alternative
DGKH|pan_troglodytes|ENSPTRT00000079834|ENSPTRP00000077371|canonical
DGKH|pan_troglodytes|ENSPTRT00000091064|ENSPTRP00000074163|alternative
DGKH|pan_troglodytes|ENSPTRT00000097088|ENSPTRP00000075725|alternative
DGKH|papio_anubis|ENSPANT00000011840|ENSPANP00000005406|alternative
DGKH|papio_anubis|ENSPANT00000012942|ENSPANP00000001008|alternative
DGKH|papio_anubis|ENSPANT00000048878|ENSPANP00000027415|alternative
DGKH|papio_anubis|ENSPANT00000049612|ENSPANP00000039480|canonical
DGKH|papio_anubis|ENSPANT00000070948|ENSPANP00000060754|alternative
DGKH|papio_anubis|ENSPANT00000073543|ENSPANP00000057074|alternative
DGKH|papio_anubis|ENSPANT00000079753|ENSPANP00000054347|alternative
DGKH|pongo_abelii|ENSPPYT00000006295|ENSPPYP00000006058|alternative
DGKH|pongo_abelii|ENSPPYT00000037843|ENSPPYP00000033958|alternative
DGKH|pongo_abelii|ENSPPYT00000046095|ENSPPYP00000027320|alternative
DGKH|pongo_abelii|ENSPPYT00000049762|ENSPPYP00000039487|canonical
DGKH|prolemur_simus|ENSPSMT00000004808|ENSPSMP00000003964|canonical
DGKH|prolemur_simus|ENSPSMT00000004809|ENSPSMP00000003966|alternative
DGKH|prolemur_simus|ENSPSMT00000004816|ENSPSMP00000003972|alternative
DGKH|prolemur_simus|ENSPSMT00000004819|ENSPSMP00000003975|alternative
DGKH|propithecus_coquereli|ENSPCOT00000038857|ENSPCOP00000027991|canonical
DGKH|propithecus_coquereli|ENSPCOT00000038858|ENSPCOP00000027992|alternative
DGKH|saimiri_boliviensis_boliviensis|ENSSBOT00000021405|ENSSBOP00000004919|alternative
DGKH|saimiri_boliviensis_boliviensis|ENSSBOT00000021417|ENSSBOP00000004931|canonical
DGKH|saimiri_boliviensis_boliviensis|ENSSBOT00000021426|ENSSBOP00000004939|alternative
DGKH|saimiri_boliviensis_boliviensis|ENSSBOT00000021433|ENSSBOP00000004945|alternative
DGKH|theropithecus_gelada|ENSTGET00000001808|ENSTGEP00000001423|alternative
DGKH|theropithecus_gelada|ENSTGET00000001816|ENSTGEP00000001428|alternative
DGKH|theropithecus_gelada|ENSTGET00000001827|ENSTGEP00000001437|canonical
DGKH|theropithecus_gelada|ENSTGET00000001831|ENSTGEP00000001441|alternative
DGKI|aotus_nancymaae|ENSANAT00000024754|ENSANAP00000006981|canonical
DGKI|aotus_nancymaae|ENSANAT00000024763|ENSANAP00000006990|alternative
DGKI|aotus_nancymaae|ENSANAT00000024778|ENSANAP00000007005|alternative
DGKI|aotus_nancymaae|ENSANAT00000024782|ENSANAP00000007009|alternative
DGKI|callithrix_jacchus|ENSCJAT00000024857|ENSCJAP00000023497|canonical
DGKI|callithrix_jacchus|ENSCJAT00000024861|ENSCJAP00000023501|alternative
DGKI|callithrix_jacchus|ENSCJAT00000083331|ENSCJAP00000053552|alternative
DGKI|callithrix_jacchus|ENSCJAT00000131079|ENSCJAP00000080451|alternative
DGKI|carlito_syrichta|ENSTSYT00000004723|ENSTSYP00000004316|alternative
DGKI|carlito_syrichta|ENSTSYT00000027160|ENSTSYP00000019185|alternative
DGKI|carlito_syrichta|ENSTSYT00000033083|ENSTSYP00000026341|alternative
DGKI|carlito_syrichta|ENSTSYT00000039807|ENSTSYP00000019641|canonical
DGKI|carlito_syrichta|ENSTSYT00000042589|ENSTSYP00000028124|alternative
DGKI|cercocebus_atys|ENSCATT00000041774|ENSCATP00000017607|canonical
DGKI|cercocebus_atys|ENSCATT00000041781|ENSCATP00000017614|alternative
DGKI|cercocebus_atys|ENSCATT00000041793|ENSCATP00000017626|alternative
DGKI|cercocebus_atys|ENSCATT00000041800|ENSCATP00000017633|alternative
DGKI|chlorocebus_sabaeus|ENSCSAT00000006818|ENSCSAP00000005013|canonical
DGKI|colobus_angolensis_palliatus|ENSCANT00000053077|ENSCANP00000029888|canonical
DGKI|colobus_angolensis_palliatus|ENSCANT00000053086|ENSCANP00000029897|alternative
DGKI|colobus_angolensis_palliatus|ENSCANT00000053110|ENSCANP00000029920|alternative
DGKI|colobus_angolensis_palliatus|ENSCANT00000053115|ENSCANP00000029925|alternative
DGKI|colobus_angolensis_palliatus|ENSCANT00000053118|ENSCANP00000029928|alternative
DGKI|colobus_angolensis_palliatus|ENSCANT00000053121|ENSCANP00000029931|alternative
DGKI|gorilla_gorilla|ENSGGOT00000010848|ENSGGOP00000010538|canonical
DGKI|gorilla_gorilla|ENSGGOT00000032114|ENSGGOP00000026268|alternative
DGKI|gorilla_gorilla|ENSGGOT00000048823|ENSGGOP00000044828|alternative
DGKI|gorilla_gorilla|ENSGGOT00000051818|ENSGGOP00000044562|alternative
DGKI|gorilla_gorilla|ENSGGOT00000053467|ENSGGOP00000044731|alternative
DGKI|gorilla_gorilla|ENSGGOT00000056191|ENSGGOP00000041623|alternative
DGKI|homo_sapiens|ENST00000288490|ENSP00000288490|alternative
DGKI|homo_sapiens|ENST00000424189|ENSP00000396078|alternative
DGKI|homo_sapiens|ENST00000446122|ENSP00000399131|alternative
DGKI|homo_sapiens|ENST00000453654|ENSP00000392161|alternative
DGKI|homo_sapiens|ENST00000483619|ENSP00000516651|alternative
DGKI|homo_sapiens|ENST00000614521|ENSP00000479053|canonical
DGKI|macaca_fascicularis|ENSMFAT00000025043|ENSMFAP00000006359|alternative
DGKI|macaca_fascicularis|ENSMFAT00000025066|ENSMFAP00000006382|alternative
DGKI|macaca_fascicularis|ENSMFAT00000025072|ENSMFAP00000006388|canonical
DGKI|macaca_fascicularis|ENSMFAT00000025090|ENSMFAP00000006404|alternative
DGKI|macaca_mulatta|ENSMMUT00000023650|ENSMMUP00000022131|alternative
DGKI|macaca_mulatta|ENSMMUT00000054537|ENSMMUP00000054172|alternative
DGKI|macaca_mulatta|ENSMMUT00000058762|ENSMMUP00000043373|alternative
DGKI|macaca_mulatta|ENSMMUT00000059442|ENSMMUP00000047070|canonical
DGKI|macaca_mulatta|ENSMMUT00000069832|ENSMMUP00000050436|alternative
DGKI|macaca_nemestrina|ENSMNET00000013232|ENSMNEP00000002598|canonical
DGKI|macaca_nemestrina|ENSMNET00000013283|ENSMNEP00000002608|alternative
DGKI|macaca_nemestrina|ENSMNET00000013296|ENSMNEP00000002612|alternative
DGKI|macaca_nemestrina|ENSMNET00000013431|ENSMNEP00000002639|alternative
DGKI|macaca_nemestrina|ENSMNET00000013446|ENSMNEP00000002645|alternative
DGKI|macaca_nemestrina|ENSMNET00000013486|ENSMNEP00000002660|alternative
DGKI|microcebus_murinus|ENSMICT00000003951|ENSMICP00000003600|alternative
DGKI|microcebus_murinus|ENSMICT00000027246|ENSMICP00000030272|alternative
DGKI|microcebus_murinus|ENSMICT00000053575|ENSMICP00000037676|alternative
DGKI|microcebus_murinus|ENSMICT00000066706|ENSMICP00000050247|canonical
DGKI|microcebus_murinus|ENSMICT00000069323|ENSMICP00000048994|alternative
DGKI|nomascus_leucogenys|ENSNLET00000017412|ENSNLEP00000016565|alternative
DGKI|nomascus_leucogenys|ENSNLET00000035409|ENSNLEP00000036251|alternative
DGKI|nomascus_leucogenys|ENSNLET00000037059|ENSNLEP00000035455|alternative
DGKI|nomascus_leucogenys|ENSNLET00000037387|ENSNLEP00000041866|alternative
DGKI|nomascus_leucogenys|ENSNLET00000049614|ENSNLEP00000046525|canonical
DGKI|nomascus_leucogenys|ENSNLET00000057142|ENSNLEP00000028518|alternative
DGKI|pan_paniscus|ENSPPAT00000043049|ENSPPAP00000020257|canonical
DGKI|pan_paniscus|ENSPPAT00000043076|ENSPPAP00000020284|alternative
DGKI|pan_paniscus|ENSPPAT00000043086|ENSPPAP00000020294|alternative
DGKI|pan_paniscus|ENSPPAT00000043096|ENSPPAP00000020304|alternative
DGKI|pan_paniscus|ENSPPAT00000043101|ENSPPAP00000020309|alternative
DGKI|pan_troglodytes|ENSPTRT00000036567|ENSPTRP00000033809|alternative
DGKI|pan_troglodytes|ENSPTRT00000080726|ENSPTRP00000073700|alternative
DGKI|pan_troglodytes|ENSPTRT00000081054|ENSPTRP00000089921|canonical
DGKI|pan_troglodytes|ENSPTRT00000087170|ENSPTRP00000062540|alternative
DGKI|pan_troglodytes|ENSPTRT00000102239|ENSPTRP00000070452|alternative
DGKI|pan_troglodytes|ENSPTRT00000106310|ENSPTRP00000091518|alternative
DGKI|papio_anubis|ENSPANT00000020822|ENSPANP00000006458|canonical
DGKI|papio_anubis|ENSPANT00000042611|ENSPANP00000042500|alternative
DGKI|papio_anubis|ENSPANT00000044374|ENSPANP00000029453|alternative
DGKI|papio_anubis|ENSPANT00000045410|ENSPANP00000023468|alternative
DGKI|papio_anubis|ENSPANT00000049520|ENSPANP00000047190|alternative
